1509844177389, 37.401448, -122.047941, 11.940000, 279.400000, 6.400000, 22, 314, STAND
1509844178389, 37.401448, -122.047941, 11.970000, 280.200000, 6.300000, 22, 315, WALK
1509844179391, 37.401448, -122.047941, 12.030000, 281.780000, 5.900000, 22, 315, STAND
1509844180393, 37.401448, -122.047941, 12.060000, 282.560000, 5.700000, 22, 315, STAND
1509844181395, 37.401448, -122.047941, 12.120000, 284.120000, 5.500000, 22, 320, WALK
1509844182398, 37.401448, -122.047941, 12.180000, 285.680000, 5.400000, 22, 322, WALK
1509844183402, 37.401448, -122.047941, 12.180000, 285.680000, 5.400000, 22, 322, STAND
1509844184396, 37.401448, -122.047941, 12.240000, 287.220000, 5.300000, 22, 324, WALK
1509844185399, 37.401393, -122.048726, 12.300000, 288.760000, 5.200000, 22, 326, WALK
1509844186400, 37.401393, -122.048726, 12.360000, 290.290000, 4.900000, 22, 328, WALK
1509844187400, 37.401393, -122.048726, 12.420000, 291.810000, 5.000000, 22, 330, WALK
1509844188403, 37.401393, -122.048726, 12.480000, 293.330000, 5.000000, 22, 332, WALK
1509844189405, 37.401393, -122.048726, 12.540000, 294.860000, 5.100000, 22, 334, WALK
1509844190407, 37.401393, -122.048726, 12.600000, 296.400000, 5.100000, 22, 336, WALK
1509844191407, 37.401393, -122.048726, 12.660000, 297.940000, 5.200000, 22, 338, WALK
1509844192408, 37.401393, -122.048726, 12.690000, 298.710000, 5.300000, 22, 339, WALK
1509844193412, 37.402296, -122.048595, 12.750000, 300.250000, 5.400000, 22, 341, WALK
1509844194414, 37.402296, -122.048595, 12.810000, 301.790000, 5.400000, 22, 343, WALK
1509844195414, 37.402296, -122.048595, 12.870000, 303.330000, 5.300000, 22, 345, WALK
1509844196413, 37.402296, -122.048595, 12.930000, 304.870000, 5.200000, 22, 347, WALK
1509844197413, 37.402296, -122.048595, 12.990000, 306.410000, 5.200000, 22, 349, WALK
1509844198417, 37.402296, -122.048595, 13.050000, 307.950000, 5.200000, 22, 351, WALK
1509844199414, 37.402296, -122.048595, 13.110000, 309.490000, 5.300000, 22, 353, WALK
1509844200423, 37.402296, -122.048595, 13.170000, 311.030000, 5.300000, 22, 355, WALK
1509844201415, 37.402296, -122.048595, 13.230000, 312.570000, 5.300000, 22, 357, WALK
1509844202424, 37.402296, -122.048595, 13.290000, 314.110000, 5.300000, 22, 359, WALK
1509844203414, 37.402910, -122.048402, 13.320000, 314.880000, 5.400000, 22, 360, WALK
